Line,Station Name,Daytime Routes,Borough Name,Complex Id,Division,Gtfs Stop Id,North Direction Label,South Direction Label,Station Geom,Station Id,Structure,Station Lat,Station Lon
Eastern Pky,Atlantic Av - Barclays Ctr,2 3,Brooklyn,617,IRT,235,Manhattan,Flatbush - New Lots,POINT(-73.977666 40.684359),338,Subway,40.684359,-73.977666
Eastern Pky,Bergen St,2 3,Brooklyn,339,IRT,236,Manhattan,Flatbush - New Lots,POINT(-73.975098 40.680829),339,Subway,40.680829,-73.975098
Eastern Pky,Grand Army Plaza,2 3,Brooklyn,340,IRT,237,Manhattan,Flatbush - New Lots,POINT(-73.971046 40.675235),340,Subway,40.675235,-73.971046
Eastern Pky,Eastern Pkwy - Brooklyn Museum,2 3,Brooklyn,341,IRT,238,Manhattan,Flatbush - New Lots,POINT(-73.964375 40.671987),341,Subway,40.671987,-73.964375
Eastern Pky,Franklin Av,2 3 4 5,Brooklyn,626,IRT,239,Manhattan,Flatbush - Utica - New Lots,POINT(-73.958131 40.670682),342,Subway,40.670682,-73.958131
Eastern Pky,Nostrand Av,3,Brooklyn,343,IRT,248,Manhattan,New Lots,POINT(-73.950466 40.669847),343,Subway,40.669847,-73.950466
Eastern Pky,Kingston Av,3,Brooklyn,344,IRT,249,Manhattan,New Lots,POINT(-73.942161 40.669399),344,Subway,40.669399,-73.942161
Eastern Pky,Crown Hts - Utica Av,3 4,Brooklyn,345,IRT,250,Manhattan,New Lots,POINT(-73.932942 40.668897),345,Subway,40.668897,-73.932942
Eastern Pky,Sutter Av - Rutland Rd,3,Brooklyn,346,IRT,251,Manhattan,New Lots,POINT(-73.92261 40.664717),346,Elevated,40.664717,-73.92261
Eastern Pky,Saratoga Av,3,Brooklyn,347,IRT,252,Manhattan,New Lots,POINT(-73.916327 40.661453),347,Elevated,40.661453,-73.916327
Eastern Pky,Rockaway Av,3,Brooklyn,348,IRT,253,Manhattan,New Lots,POINT(-73.908946 40.662549),348,Elevated,40.662549,-73.908946
Eastern Pky,Junius St,3,Brooklyn,349,IRT,254,Manhattan,New Lots,POINT(-73.902447 40.663515),349,Elevated,40.663515,-73.902447
Eastern Pky,Pennsylvania Av,3,Brooklyn,350,IRT,255,Manhattan,New Lots,POINT(-73.894895 40.664635),350,Elevated,40.664635,-73.894895
Eastern Pky,Van Siclen Av,3,Brooklyn,351,IRT,256,Manhattan,New Lots,POINT(-73.889395 40.665449),351,Elevated,40.665449,-73.889395
Eastern Pky,New Lots Av,3,Brooklyn,352,IRT,257,Manhattan,,POINT(-73.884079 40.666235),352,Elevated,40.666235,-73.884079
Nostrand,President St,2 5,Brooklyn,353,IRT,241,Manhattan,Flatbush,POINT(-73.950683 40.667883),353,Subway,40.667883,-73.950683
Nostrand,Sterling St,2 5,Brooklyn,354,IRT,242,Manhattan,Flatbush,POINT(-73.95085 40.662742),354,Subway,40.662742,-73.95085
Nostrand,Winthrop St,2 5,Brooklyn,355,IRT,243,Manhattan,Flatbush,POINT(-73.9502 40.656652),355,Subway,40.656652,-73.9502
Nostrand,Church Av,2 5,Brooklyn,356,IRT,244,Manhattan,Flatbush,POINT(-73.949575 40.650843),356,Subway,40.650843,-73.949575
Nostrand,Beverly Rd,2 5,Brooklyn,357,IRT,245,Manhattan,Flatbush,POINT(-73.948959 40.645098),357,Subway,40.645098,-73.948959
Nostrand,Newkirk Av,2 5,Brooklyn,358,IRT,246,Manhattan,Flatbush,POINT(-73.948411 40.639967),358,Subway,40.639967,-73.948411
Nostrand,Flatbush Av - Brooklyn College,2 5,Brooklyn,359,IRT,247,Manhattan,,POINT(-73.947642 40.632836),359,Subway,40.632836,-73.947642
Pelham,Pelham Bay Park,6,Bronx,360,IRT,601,,Manhattan,POINT(-73.828121 40.852462),360,Elevated,40.852462,-73.828121
Pelham,Buhre Av,6,Bronx,361,IRT,602,Pelham Bay Park,Manhattan,POINT(-73.832569 40.84681),361,Elevated,40.84681,-73.832569
Pelham,Middletown Rd,6,Bronx,362,IRT,603,Pelham Bay Park,Manhattan,POINT(-73.836322 40.843863),362,Elevated,40.843863,-73.836322
Pelham,Westchester Sq - E Tremont Av,6,Bronx,363,IRT,604,Pelham Bay Park,Manhattan,POINT(-73.842952 40.839892),363,Elevated,40.839892,-73.842952
Pelham,Zerega Av,6,Bronx,364,IRT,606,Pelham Bay Park,Manhattan,POINT(-73.847036 40.836488),364,Elevated,40.836488,-73.847036
Pelham,Castle Hill Av,6,Bronx,365,IRT,607,Pelham Bay Park,Manhattan,POINT(-73.851222 40.834255),365,Elevated,40.834255,-73.851222
Pelham,Parkchester,6,Bronx,366,IRT,608,Pelham Bay Park,Manhattan,POINT(-73.860816 40.833226),366,Elevated,40.833226,-73.860816
Pelham,St Lawrence Av,6,Bronx,367,IRT,609,Pelham Bay Park,Manhattan,POINT(-73.867618 40.831509),367,Elevated,40.831509,-73.867618
Pelham,Morrison Av- Sound View,6,Bronx,368,IRT,610,Pelham Bay Park,Manhattan,POINT(-73.874516 40.829521),368,Elevated,40.829521,-73.874516
Pelham,Elder Av,6,Bronx,369,IRT,611,Pelham Bay Park,Manhattan,POINT(-73.879159 40.828584),369,Elevated,40.828584,-73.879159
Pelham,Whitlock Av,6,Bronx,370,IRT,612,Pelham Bay Park,Manhattan,POINT(-73.886283 40.826525),370,Elevated,40.826525,-73.886283
Pelham,Hunts Point Av,6,Bronx,371,IRT,613,Pelham Bay Park,Manhattan,POINT(-73.890549 40.820948),371,Subway,40.820948,-73.890549
Pelham,Longwood Av,6,Bronx,372,IRT,614,Pelham Bay Park,Manhattan,POINT(-73.896435 40.816104),372,Subway,40.816104,-73.896435
Pelham,E 149 St,6,Bronx,373,IRT,615,Pelham Bay Park,Manhattan,POINT(-73.904098 40.812118),373,Subway,40.812118,-73.904098
Pelham,E 143 St - St Mary's St,6,Bronx,374,IRT,616,Pelham Bay Park,Manhattan,POINT(-73.907657 40.808719),374,Subway,40.808719,-73.907657
Pelham,Cypress Av,6,Bronx,375,IRT,617,Pelham Bay Park,Manhattan,POINT(-73.914042 40.805368),375,Subway,40.805368,-73.914042
Pelham,Brook Av,6,Bronx,376,IRT,618,Pelham Bay Park,Manhattan,POINT(-73.91924 40.807566),376,Subway,40.807566,-73.91924
Pelham,3 Av - 138 St,6,Bronx,377,IRT,619,Pelham Bay Park,Manhattan,POINT(-73.926138 40.810476),377,Subway,40.810476,-73.926138
Jerome Av,Woodlawn,4,Bronx,378,IRT,401,,Manhattan,POINT(-73.878751 40.886037),378,Elevated,40.886037,-73.878751
Jerome Av,Mosholu Pkwy,4,Bronx,379,IRT,402,Woodlawn,Manhattan,POINT(-73.884655 40.87975),379,Elevated,40.87975,-73.884655
Jerome Av,Bedford Park Blvd - Lehman College,4,Bronx,380,IRT,405,Woodlawn,Manhattan,POINT(-73.890064 40.873412),380,Elevated,40.873412,-73.890064
Jerome Av,Kingsbridge Rd,4,Bronx,381,IRT,406,Woodlawn,Manhattan,POINT(-73.897174 40.86776),381,Elevated,40.86776,-73.897174
Jerome Av,Fordham Rd,4,Bronx,382,IRT,407,Woodlawn,Manhattan,POINT(-73.901034 40.862803),382,Elevated,40.862803,-73.901034
Jerome Av,183 St,4,Bronx,383,IRT,408,Woodlawn,Manhattan,POINT(-73.903879 40.858407),383,Elevated,40.858407,-73.903879
Jerome Av,Burnside Av,4,Bronx,384,IRT,409,Woodlawn,Manhattan,POINT(-73.907684 40.853453),384,Elevated,40.853453,-73.907684
Jerome Av,176 St,4,Bronx,385,IRT,410,Woodlawn,Manhattan,POINT(-73.911794 40.84848),385,Elevated,40.84848,-73.911794
Jerome Av,Mt Eden Av,4,Bronx,386,IRT,411,Woodlawn,Manhattan,POINT(-73.914685 40.844434),386,Elevated,40.844434,-73.914685
Jerome Av,170 St,4,Bronx,387,IRT,412,Woodlawn,Manhattan,POINT(-73.917791 40.840075),387,Elevated,40.840075,-73.917791
Jerome Av,167 St,4,Bronx,388,IRT,413,Woodlawn,Manhattan,POINT(-73.9214 40.835537),388,Elevated,40.835537,-73.9214
Jerome Av,161 St - Yankee Stadium,4,Bronx,604,IRT,414,Woodlawn,Manhattan,POINT(-73.925831 40.827994),389,Elevated,40.827994,-73.925831
Jerome Av,149 St - Grand Concourse,4,Bronx,603,IRT,415,Woodlawn,Manhattan,POINT(-73.927351 40.818375),390,Subway,40.818375,-73.927351
Jerome Av,138 St - Grand Concourse,4 5,Bronx,391,IRT,416,Woodlawn - Eastchester Dyre Av,Manhattan,POINT(-73.929849 40.813224),391,Subway,40.813224,-73.929849
Lexington Av,125 St,4 5 6,Manhattan,392,IRT,621,The Bronx,Downtown & Brooklyn,POINT(-73.937594 40.804138),392,Subway,40.804138,-73.937594
Lexington Av,116 St,6,Manhattan,393,IRT,622,Uptown & The Bronx,Downtown,POINT(-73.941617 40.798629),393,Subway,40.798629,-73.941617
Lexington Av,110 St,6,Manhattan,394,IRT,623,Uptown & The Bronx,Downtown,POINT(-73.94425 40.79502),394,Subway,40.79502,-73.94425
Lexington Av,103 St,6,Manhattan,395,IRT,624,Uptown & The Bronx,Downtown,POINT(-73.947478 40.7906),395,Subway,40.7906,-73.947478
Lexington Av,96 St,6,Manhattan,396,IRT,625,Uptown & The Bronx,Downtown,POINT(-73.95107 40.785672),396,Subway,40.785672,-73.95107
Lexington Av,86 St,4 5 6,Manhattan,397,IRT,626,Uptown & The Bronx,Downtown & Brooklyn,POINT(-73.955589 40.779492),397,Subway,40.779492,-73.955589
Lexington Av,77 St,6,Manhattan,398,IRT,627,Uptown & The Bronx,Downtown,POINT(-73.959874 40.77362),398,Subway,40.77362,-73.959874
Lexington Av,68 St - Hunter College,6,Manhattan,399,IRT,628,Uptown & The Bronx,Downtown,POINT(-73.96387 40.768141),399,Subway,40.768141,-73.96387
Lexington Av,59 St,4 5 6,Manhattan,613,IRT,629,Uptown & The Bronx,Downtown & Brooklyn,POINT(-73.967967 40.762526),400,Subway,40.762526,-73.967967
Lexington Av,51 St,6,Manhattan,612,IRT,630,Uptown & The Bronx,Downtown,POINT(-73.97192 40.757107),401,Subway,40.757107,-73.97192
Lexington Av,Grand Central - 42 St,4 5 6,Manhattan,610,IRT,631,Uptown & The Bronx,Downtown & Brooklyn,POINT(-73.976848 40.751776),402,Subway,40.751776,-73.976848
Lexington Av,33 St,6,Manhattan,403,IRT,632,Uptown & The Bronx,Downtown,POINT(-73.982076 40.746081),403,Subway,40.746081,-73.982076
Lexington Av,28 St,6,Manhattan,404,IRT,633,Uptown & The Bronx,Downtown,POINT(-73.984264 40.74307),404,Subway,40.74307,-73.984264
Lexington Av,23 St,6,Manhattan,405,IRT,634,Uptown & The Bronx,Downtown,POINT(-73.986599 40.739864),405,Subway,40.739864,-73.986599
Lexington Av,14 St - Union Sq,4 5 6,Manhattan,602,IRT,635,Uptown & The Bronx,Downtown & Brooklyn,POINT(-73.989951 40.734673),406,Subway,40.734673,-73.989951
Lexington Av,Astor Pl,6,Manhattan,407,IRT,636,Uptown & The Bronx,Downtown,POINT(-73.99107 40.730054),407,Subway,40.730054,-73.99107
Lexington Av,Bleecker St,6,Manhattan,619,IRT,637,Uptown & The Bronx,Downtown,POINT(-73.994659 40.725915),408,Subway,40.725915,-73.994659
Lexington Av,Spring St,6,Manhattan,409,IRT,638,Uptown & The Bronx,Downtown,POINT(-73.997141 40.722301),409,Subway,40.722301,-73.997141
Lexington Av,Canal St,6,Manhattan,623,IRT,639,Uptown & The Bronx,Downtown,POINT(-74.000193 40.718803),410,Subway,40.718803,-74.000193
Lexington Av,Brooklyn Bridge - City Hall,4 5 6,Manhattan,622,IRT,640,Uptown & The Bronx,Downtown & Brooklyn,POINT(-74.004131 40.713065),411,Subway,40.713065,-74.004131
Lexington Av,Fulton St,4 5,Manhattan,628,IRT,418,Uptown & The Bronx,Downtown & Brooklyn,POINT(-74.009509 40.710368),412,Subway,40.710368,-74.009509
Lexington Av,Wall St,4 5,Manhattan,413,IRT,419,Uptown & The Bronx,Downtown & Brooklyn,POINT(-74.011862 40.707557),413,Subway,40.707557,-74.011862
Lexington Av,Bowling Green,4 5,Manhattan,414,IRT,420,Uptown & The Bronx,Brooklyn,POINT(-74.014065 40.704817),414,Subway,40.704817,-74.014065
Eastern Pky,Borough Hall,4 5,Brooklyn,620,IRT,423,Manhattan,Flatbush - Utica,POINT(-73.990151 40.692404),415,Subway,40.692404,-73.990151
Lenox - White Plains Rd,Wakefield - 241 St,2,Bronx,416,IRT,201,,Manhattan,POINT(-73.85062 40.903125),416,Elevated,40.903125,-73.85062
Lenox - White Plains Rd,Nereid Av,2 5,Bronx,417,IRT,204,Wakefield - 241 St,Manhattan,POINT(-73.854376 40.898379),417,Elevated,40.898379,-73.854376
Lenox - White Plains Rd,233 St,2 5,Bronx,418,IRT,205,Wakefield - 241 St,Manhattan,POINT(-73.857473 40.893193),418,Elevated,40.893193,-73.857473
Lenox - White Plains Rd,225 St,2 5,Bronx,419,IRT,206,Wakefield - 241 St,Manhattan,POINT(-73.860341 40.888022),419,Elevated,40.888022,-73.860341
Lenox - White Plains Rd,219 St,2 5,Bronx,420,IRT,207,Wakefield - 241 St,Manhattan,POINT(-73.862633 40.883895),420,Elevated,40.883895,-73.862633
Lenox - White Plains Rd,Gun Hill Rd,2 5,Bronx,421,IRT,208,Wakefield - 241 St,Manhattan,POINT(-73.866256 40.87785),421,Elevated,40.87785,-73.866256
Lenox - White Plains Rd,Burke Av,2 5,Bronx,422,IRT,209,Wakefield - 241 St,Manhattan,POINT(-73.867164 40.871356),422,Elevated,40.871356,-73.867164
Lenox - White Plains Rd,Allerton Av,2 5,Bronx,423,IRT,210,Wakefield - 241 St,Manhattan,POINT(-73.867352 40.865462),423,Elevated,40.865462,-73.867352
Lenox - White Plains Rd,Pelham Pkwy,2 5,Bronx,424,IRT,211,Wakefield - 241 St,Manhattan,POINT(-73.867615 40.857192),424,Elevated,40.857192,-73.867615
Lenox - White Plains Rd,Bronx Park East,2 5,Bronx,425,IRT,212,Wakefield - 241 St,Manhattan,POINT(-73.868457 40.848828),425,Elevated,40.848828,-73.868457
Lenox - White Plains Rd,E 180 St,2 5,Bronx,426,IRT,213,Wakefield - Eastchester,Manhattan,POINT(-73.873488 40.841894),426,Elevated,40.841894,-73.873488
Lenox - White Plains Rd,West Farms Sq - E Tremont Av,2 5,Bronx,427,IRT,214,Wakefield - Eastchester,Manhattan,POINT(-73.880049 40.840295),427,Elevated,40.840295,-73.880049
Lenox - White Plains Rd,174 St,2 5,Bronx,428,IRT,215,Wakefield - Eastchester,Manhattan,POINT(-73.887734 40.837288),428,Elevated,40.837288,-73.887734
Lenox - White Plains Rd,Freeman St,2 5,Bronx,429,IRT,216,Wakefield - Eastchester,Manhattan,POINT(-73.891865 40.829993),429,Elevated,40.829993,-73.891865
Lenox - White Plains Rd,Simpson St,2 5,Bronx,430,IRT,217,Wakefield - Eastchester,Manhattan,POINT(-73.893064 40.824073),430,Elevated,40.824073,-73.893064
Lenox - White Plains Rd,Intervale Av,2 5,Bronx,431,IRT,218,Wakefield - Eastchester,Manhattan,POINT(-73.896736 40.822181),431,Elevated,40.822181,-73.896736
Lenox - White Plains Rd,Prospect Av,2 5,Bronx,432,IRT,219,Wakefield - Eastchester,Manhattan,POINT(-73.90177 40.819585),432,Elevated,40.819585,-73.90177
Lenox - White Plains Rd,Jackson Av,2 5,Bronx,433,IRT,220,Wakefield - Eastchester,Manhattan,POINT(-73.907807 40.81649),433,Elevated,40.81649,-73.907807
Lenox - White Plains Rd,3 Av - 149 St,2 5,Bronx,434,IRT,221,Wakefield - Eastchester,Manhattan,POINT(-73.917757 40.816109),434,Subway,40.816109,-73.917757
Lenox - White Plains Rd,149 St - Grand Concourse,2 5,Bronx,603,IRT,222,Wakefield - Eastchester,Manhattan,POINT(-73.926718 40.81841),435,Subway,40.81841,-73.926718
Lenox - White Plains Rd,Harlem - 148 St,3,Manhattan,436,IRT,301,,Downtown & Brooklyn,POINT(-73.93647 40.82388),436,Subway,40.82388,-73.93647
Lenox - White Plains Rd,145 St,3,Manhattan,437,IRT,302,148 St,Downtown & Brooklyn,POINT(-73.936245 40.820421),437,Subway,40.820421,-73.936245
Lenox - White Plains Rd,135 St,2 3,Manhattan,438,IRT,224,Uptown & The Bronx,Downtown & Brooklyn,POINT(-73.94077 40.814229),438,Subway,40.814229,-73.94077
Lenox - White Plains Rd,125 St,2 3,Manhattan,439,IRT,225,Uptown & The Bronx,Downtown & Brooklyn,POINT(-73.945495 40.807754),439,Subway,40.807754,-73.945495
Lenox - White Plains Rd,116 St,2 3,Manhattan,440,IRT,226,Uptown & The Bronx,Downtown & Brooklyn,POINT(-73.949625 40.802098),440,Subway,40.802098,-73.949625
Lenox - White Plains Rd,Central Park North (110 St),2 3,Manhattan,441,IRT,227,Uptown & The Bronx,Downtown & Brooklyn,POINT(-73.951822 40.799075),441,Subway,40.799075,-73.951822
Dyre Av,Eastchester - Dyre Av,5,Bronx,442,IRT,501,,Manhattan,POINT(-73.830834 40.8883),442,At Grade,40.8883,-73.830834
Dyre Av,Baychester Av,5,Bronx,443,IRT,502,Eastchester - Dyre Av,Manhattan,POINT(-73.838591 40.878663),443,Open Cut,40.878663,-73.838591
Dyre Av,Gun Hill Rd,5,Bronx,444,IRT,503,Eastchester - Dyre Av,Manhattan,POINT(-73.846384 40.869526),444,Open Cut,40.869526,-73.846384
Dyre Av,Pelham Pkwy,5,Bronx,445,IRT,504,Eastchester - Dyre Av,Manhattan,POINT(-73.855359 40.858985),445,Open Cut,40.858985,-73.855359
Dyre Av,Morris Park,5,Bronx,446,IRT,505,Eastchester - Dyre Av,Manhattan,POINT(-73.860495 40.854364),446,Open Cut,40.854364,-73.860495
Flushing,Flushing - Main St,7,Queens,447,IRT,701,,Manhattan,POINT(-73.83003 40.7596),447,Subway,40.7596,-73.83003
Flushing,Mets - Willets Point,7,Queens,448,IRT,702,Flushing,Manhattan,POINT(-73.845625 40.754622),448,Elevated,40.754622,-73.845625
Flushing,111 St,7,Queens,449,IRT,705,Flushing,Manhattan,POINT(-73.855334 40.75173),449,Elevated,40.75173,-73.855334
Flushing,103 St - Corona Plaza,7,Queens,450,IRT,706,Flushing,Manhattan,POINT(-73.8627 40.749865),450,Elevated,40.749865,-73.8627
Flushing,Junction Blvd,7,Queens,451,IRT,707,Flushing,Manhattan,POINT(-73.869527 40.749145),451,Elevated,40.749145,-73.869527
Flushing,90 St - Elmhurst Av,7,Queens,452,IRT,708,Flushing,Manhattan,POINT(-73.876613 40.748408),452,Elevated,40.748408,-73.876613
Flushing,82 St - Jackson Hts,7,Queens,453,IRT,709,Flushing,Manhattan,POINT(-73.883697 40.747659),453,Elevated,40.747659,-73.883697
Flushing,74 St - Broadway,7,Queens,616,IRT,710,Flushing,Manhattan,POINT(-73.891394 40.746848),454,Elevated,40.746848,-73.891394
Flushing,69 St,7,Queens,455,IRT,711,Flushing,Manhattan,POINT(-73.896403 40.746325),455,Elevated,40.746325,-73.896403
Flushing,Woodside - 61 St,7,Queens,456,IRT,712,Flushing,Manhattan,POINT(-73.902984 40.74563),456,Elevated,40.74563,-73.902984
Flushing,52 St,7,Queens,457,IRT,713,Flushing,Manhattan,POINT(-73.912549 40.744149),457,Elevated,40.744149,-73.912549
Flushing,46 St,7,Queens,458,IRT,714,Flushing,Manhattan,POINT(-73.918435 40.743132),458,Elevated,40.743132,-73.918435
Flushing,40 St,7,Queens,459,IRT,715,Flushing,Manhattan,POINT(-73.924016 40.743781),459,Elevated,40.743781,-73.924016
Flushing,33 St,7,Queens,460,IRT,716,Flushing,Manhattan,POINT(-73.930997 40.744587),460,Elevated,40.744587,-73.930997
Astoria,Queensboro Plaza,N W,Queens,461,BMT,R09,Astoria - Flushing,Manhattan,POINT(-73.940202 40.750582),461,Elevated,40.750582,-73.940202
Flushing,Queensboro Plaza,7,Queens,461,IRT,718,Astoria - Flushing,Manhattan,POINT(-73.940202 40.750582),461,Elevated,40.750582,-73.940202
Flushing,Court Sq,7,Queens,606,IRT,719,Flushing,Manhattan,POINT(-73.945264 40.747023),462,Elevated,40.747023,-73.945264
Flushing,Hunters Point Av,7,Queens,463,IRT,720,Flushing,Manhattan,POINT(-73.948916 40.742216),463,Subway,40.742216,-73.948916
Flushing,Vernon Blvd - Jackson Av,7,Queens,464,IRT,721,Flushing,Manhattan,POINT(-73.953581 40.742626),464,Subway,40.742626,-73.953581
Flushing,Grand Central - 42 St,7,Manhattan,610,IRT,723,Queens,34 St - Hudson Yards,POINT(-73.976041 40.751431),465,Subway,40.751431,-73.976041
Flushing,5 Av,7,Manhattan,609,IRT,724,Queens,34 St - Hudson Yards,POINT(-73.981963 40.753821),466,Subway,40.753821,-73.981963
Flushing,Times Sq - 42 St,7,Manhattan,611,IRT,725,Queens,34 St - Hudson Yards,POINT(-73.987691 40.755477),467,Subway,40.755477,-73.987691
Lexington - Shuttle,Times Sq - 42 St,S,Manhattan,611,IRT,902,,Grand Central,POINT(-73.986229 40.755983),468,Subway,40.755983,-73.986229
Lexington - Shuttle,Grand Central - 42 St,S,Manhattan,610,IRT,901,Times Sq,,POINT(-73.979189 40.752769),469,Subway,40.752769,-73.979189
Flushing,34 St - 11 Av,7,Manhattan,471,IRT,726,Queens,,POINT(-74.00191 40.755882),471,Subway,40.755882,-74.00191
Second Av,96 St,Q,Manhattan,475,IND,Q05,,Downtown & Brooklyn,POINT(-73.947152 40.784318),475,Subway,40.784318,-73.947152
Second Av,86 St,Q,Manhattan,476,IND,Q04,Uptown,Downtown & Brooklyn,POINT(-73.951787 40.777891),476,Subway,40.777891,-73.951787
Second Av,72 St,Q,Manhattan,477,IND,Q03,Uptown,Downtown & Brooklyn,POINT(-73.958424 40.768799),477,Subway,40.768799,-73.958424
Staten Island,St George,SIR,Staten Island,501,SIR,S31,,Tottenville,POINT(-74.073643 40.643748),501,Open Cut,40.643748,-74.073643
Staten Island,Tompkinsville,SIR,Staten Island,502,SIR,S30,St George,Tottenville,POINT(-74.074835 40.636949),502,At Grade,40.636949,-74.074835
Staten Island,Stapleton,SIR,Staten Island,503,SIR,S29,St George,Tottenville,POINT(-74.075162 40.627915),503,Elevated,40.627915,-74.075162
Staten Island,Clifton,SIR,Staten Island,504,SIR,S28,St George,Tottenville,POINT(-74.071402 40.621319),504,Elevated,40.621319,-74.071402
Staten Island,Grasmere,SIR,Staten Island,505,SIR,S27,St George,Tottenville,POINT(-74.084087 40.603117),505,Open Cut,40.603117,-74.084087
Staten Island,Old Town,SIR,Staten Island,506,SIR,S26,St George,Tottenville,POINT(-74.087368 40.596612),506,Embankment,40.596612,-74.087368
Staten Island,Dongan Hills,SIR,Staten Island,507,SIR,S25,St George,Tottenville,POINT(-74.09609 40.588849),507,Embankment,40.588849,-74.09609
Staten Island,Jefferson Av,SIR,Staten Island,508,SIR,S24,St George,Tottenville,POINT(-74.103338 40.583591),508,Embankment,40.583591,-74.103338
Staten Island,Grant City,SIR,Staten Island,509,SIR,S23,St George,Tottenville,POINT(-74.109704 40.578965),509,Open Cut,40.578965,-74.109704
Staten Island,New Dorp,SIR,Staten Island,510,SIR,S22,St George,Tottenville,POINT(-74.11721 40.57348),510,Open Cut,40.57348,-74.11721
Staten Island,Oakwood Heights,SIR,Staten Island,511,SIR,S21,St George,Tottenville,POINT(-74.12632 40.56511),511,Open Cut,40.56511,-74.12632
Staten Island,Bay Terrace,SIR,Staten Island,512,SIR,S20,St George,Tottenville,POINT(-74.136907 40.5564),512,Embankment,40.5564,-74.136907
Staten Island,Great Kills,SIR,Staten Island,513,SIR,S19,St George,Tottenville,POINT(-74.151399 40.551231),513,Open Cut,40.551231,-74.151399
Staten Island,Eltingville,SIR,Staten Island,514,SIR,S18,St George,Tottenville,POINT(-74.16457 40.544601),514,Embankment,40.544601,-74.16457
Staten Island,Annadale,SIR,Staten Island,515,SIR,S17,St George,Tottenville,POINT(-74.178217 40.54046),515,Open Cut,40.54046,-74.178217
Staten Island,Huguenot,SIR,Staten Island,516,SIR,S16,St George,Tottenville,POINT(-74.191794 40.533674),516,Open Cut,40.533674,-74.191794
Staten Island,Prince's Bay,SIR,Staten Island,517,SIR,S15,St George,Tottenville,POINT(-74.200064 40.525507),517,Open Cut,40.525507,-74.200064
Staten Island,Pleasant Plains,SIR,Staten Island,518,SIR,S14,St George,Tottenville,POINT(-74.217847 40.52241),518,Embankment,40.52241,-74.217847
Staten Island,Richmond Valley,SIR,Staten Island,519,SIR,S13,St George,Tottenville,POINT(-74.229141 40.519631),519,Open Cut,40.519631,-74.229141
Staten Island,Tottenville,SIR,Staten Island,522,SIR,S09,St George,,POINT(-74.251961 40.512764),522,At Grade,40.512764,-74.251961
Staten Island,Arthur Kill,SIR,Staten Island,523,SIR,S11,St George,Tottenville,POINT(-74.242096 40.516578),523,At Grade,40.516578,-74.242096
